date,debate,speaker,speaker_id,context,speech_url
1903-07-09,NAVAL AGREEMENT BILL: Second Reading,Mr SKENE,KRQ,  Foochow  Harbor before notice was given that pressure was likely to be brought to bear upon the **Chinese**,https://historichansard.net/hofreps/1903/19030709_reps_1_14/#subdebate-10-0-s7
1903-07-31,QUESTION: KADINA POST-OFFICE,Mr WILKINSON,L0Y, in our count for representation in this Chamber. In Queensland the **Chinese** are allowed to vote,https://historichansard.net/hofreps/1903/19030731_reps_1_15/#subdebate-2-0-s5
1903-07-31,QUESTION: KADINA POST-OFFICE,Mr DEAKIN,009MD,Certainly. But the **Chinese** residents of Victoria are now subject to no other disabilities than,https://historichansard.net/hofreps/1903/19030731_reps_1_15/#subdebate-2-0-s11
1903-08-25,CONCILIATION AND ARBITRATION BILL,Mr WILKINSON,L0Y,", whether the men employed are Hindoos or **Chinese**, who live on a handful of rice, or Frenchmen, Italians",https://historichansard.net/hofreps/1903/19030825_reps_1_16/#debate-7-s2
1903-07-22,NAVAL AGREEMENT BILL,Mr REID,F4P,Richmond drew a vivid picture of a probable **Chinese** invasion of Australia. That is a contingency,https://historichansard.net/hofreps/1903/19030722_reps_1_14/#debate-10-s6
1903-07-23,QUESTION: COMMONWEALTH POPULATION,Sir EDMUND BARTON,009LR,"**Chinese**, Pacific Islanders, Japanese, Ceylonese - the number of each race is being obtained. ",https://historichansard.net/hofreps/1903/19030723_reps_1_14/#subdebate-3-0-s1
1977-03-24,ANSWERS TO QUESTIONS UPON NOTICE: Col Nolan Jazz Quartet: Visit to Peking (Question No. 34),Mr Peacock,MI4,The Quartet played to non-**Chinese** audiences only. ,https://historichansard.net/hofreps/1977/19770324_reps_30_hor104/#subdebate-40-5-s1
1903-07-31,QUESTION: KADINA POST-OFFICE,Mr L E GROOM,KFK,"Yes; but ""disqualified"" is used in contradistinction to ""qualified."" In Queeusland the **Chinese**",https://historichansard.net/hofreps/1903/19030731_reps_1_15/#subdebate-2-0-s4
1903-07-15,NAVAL AGREEMENT BILL,Sir LANGDON BONYTHON,JR7,"  was in **Chinese** waters the CommanderinChief, Admiral Seymour, reported that she "" was most useful, being",https://historichansard.net/hofreps/1903/19030715_reps_1_14/#debate-9-s3
1903-09-22,QUESTION: FEDERAL CAPITAL SITE,Mr WILKS,L17,". Perhaps the letters of the **Chinese** alphabet are thus arranged, but certainly not those of the Federal",https://historichansard.net/hofreps/1903/19030922_reps_1_17/#subdebate-10-0-s11
1977-03-30,QUESTION: STATEMENT ABOUT CHINA,Mr PEACOCK,MI4, Government as a significant change in the attitude of the **Chinese** Government. As I recall,https://historichansard.net/hofreps/1977/19770330_reps_30_hor104/#subdebate-7-0-s1
1977-03-29,CRIMES (FOREIGN INCURSIONS AND RECRUITMENT) BILL 1977: Second Reading,Mr Kevin Cairns,JTS," of communist **Chinese** soldiers in North Korea. Therefore, for him to assume that the  speaker",https://historichansard.net/hofreps/1977/19770329_reps_30_hor104/#subdebate-27-0-s8
1903-09-15,AFFAIRS,Mr CROUCH,K7U, in South Africa to fight againstthe employment of Hindoo and **Chinese** coolie labour,https://historichansard.net/hofreps/1903/19030915_reps_1_16/#debate-12-s5
1976-04-07,"AN OPEN LETTER OF 59 POLISH INTELLECTUALS: Skalski A. Slonimski, A. Steinsbegowa, J. Stryjkowski, J. Szczepanski, A. Szczypiorski, K. Szelagowski, W. Szymborska, J. Trznadel, M. Wosiek A. Zagajewski, W. Zawadzki Fr. J. Zieja",Dr KLUGMAN,SH4,)  who has always been closer to the peasants and therefore prefers the **Chinese** regime,https://historichansard.net/hofreps/1976/19760407_reps_30_hor98/#subdebate-34-2-s0
1904-03-17,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Mr SKENE,KRQ," of the **Chinese** Rebellion, the first British troops to fight their way to their assistance were the Sikhs. ",https://historichansard.net/hofreps/1904/19040317_reps_2_18/#subdebate-8-0-s2
1904-03-17,QUESTION: CHINESE IN THE TRANSVAAL,Mr DEAKIN,009MD,The step referred to was the project of the introduction of **Chinese** labour into the Transvaal. ,https://historichansard.net/hofreps/1904/19040317_reps_2_18/#subdebate-14-0-s1
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr FISHER,F4N, are particularly competent to offer an opinion on the question of employing **Chinese** on gold-fields,https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s8
1904-03-08,GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr HUTCHISON,KJ8,. I  commend  the Government for their protest against the introduction of **Chinese** labour into South,https://historichansard.net/hofreps/1904/19040308_reps_2_18/#debate-8-s9
1904-03-22,CONCILIATION AND ARBITRATION BILL: Second Reading,Mr DEAKIN,009MD,",  as did the admission of the **Chinese** into the Transvaal, to a fresh scrutiny of the very",https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-19-0-s0
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Mr CAMERON,JUJ, of **Chinese**. No Bill sanctioning «the introduction of coloured labour to any State could have been,https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s0
1904-03-09,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr HIGGINS,KHC, of the admission of **Chinese** into the Transvaal. Their protest was too lady-like. Whatever faults  Mr,https://historichansard.net/hofreps/1904/19040309_reps_2_18/#subdebate-8-0-s1
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Mr G B EDWARDS,KDD, that the Imperial authorities will see fit to nullify the Ordinance relating to the admission of **Chinese**,https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s5
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Sir LANGDON BONYTHON,JR7, of strenuous opposition to the introduction of **Chinese** to the Transvaal. I am not quite sure that if I had,https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s10
1904-03-09,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr GLYNN,KCO," to **Chinese**. But, again,  Sir Edmund  Barton pointed out that the Ministry ought not to be distrusted",https://historichansard.net/hofreps/1904/19040309_reps_2_18/#subdebate-8-0-s5
1904-03-10,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr CONROY,K4E," appointed, are introducing thousands of **Chinese** into the Transvaal, are creating discontent anew",https://historichansard.net/hofreps/1904/19040310_reps_2_18/#subdebate-5-0-s3
1904-03-15,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Sir LANGDON BONYTHON,JR7," Minister in regard to the **Chinese** in South Africa. The recent war was an Empire matter, in which",https://historichansard.net/hofreps/1904/19040315_reps_2_18/#debate-11-s6
1904-03-09,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr WEBSTER,KXK," desire to refer is the importation o,f **Chinese**. I wish to direct the attention of the Prime Minister",https://historichansard.net/hofreps/1904/19040309_reps_2_18/#subdebate-8-0-s0
1904-03-08,GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr FRAZER,JX9, instituting some more rigid inquiry in that State. In connexion with the **Chinese** who are landed,https://historichansard.net/hofreps/1904/19040308_reps_2_18/#debate-8-s6
1904-03-09,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr BRUCE SMITH,KTT, of the House accurate figures with regard to the immigration and emigration of Japanese and **Chinese**,https://historichansard.net/hofreps/1904/19040309_reps_2_18/#subdebate-8-0-s12
1904-03-16,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr CROUCH,K7U," introduction of **Chinese** into South Africa. I would remind the House that on the 26th September, 1902, I",https://historichansard.net/hofreps/1904/19040316_reps_2_18/#subdebate-11-0-s9
1904-03-16,ADJOURNMENT: Easter Recess: Federal Capital Sites,Mr DEAKIN,009MD, it to have precedence - with the question of the introduction of **Chinese** into the Transvaal,https://historichansard.net/hofreps/1904/19040316_reps_2_18/#subdebate-13-0-s0
1904-03-10,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr SPEAKER,10000," for the Australians,"" and building a sort of **Chinese** wall in order to shut off all communication with other",https://historichansard.net/hofreps/1904/19040310_reps_2_18/#subdebate-5-0-s1
1904-03-15,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Mr SYDNEY SMITH,L2I,", and to show how Victoria fared under her protectionist policy. Apart from the departure of **Chinese** from",https://historichansard.net/hofreps/1904/19040315_reps_2_18/#debate-11-s0
1904-06-17,QUESTION: MILITARY FORCES : LT.-COL. NEILD,Mr O'MALLEY,K5D, of the **Chinese** Army in Manchuria to succeed General Ma? ,https://historichansard.net/hofreps/1904/19040617_reps_2_19/#subdebate-0-0-s7
1904-03-03,ADDRESS IN REPLY,Mr REID,F4P, of **Chinese** to work the Rand mines. I am the last man to encourage interference with the affairs of other,https://historichansard.net/hofreps/1904/19040303_reps_2_18/#debate-6-s2
1904-03-17,QUESTION: CHINESE IN THE TRANSVAAL,Mr WATSON,F4R,That this House records its grave objection to the introduction of **Chinese** labour,https://historichansard.net/hofreps/1904/19040317_reps_2_18/#subdebate-14-0-s0
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr HUGHES,DQC," of the Transvaal are not opposed to this measure for the introduction of **Chinese** labour. Now, my honorable",https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s4
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr KNOX,KYT, is or is not favorable to the importation of **Chinese** into the Transvaal. Perhaps honorable members may,https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s10
1904-03-22,QUESTION: IMPORTATION OF OPIUM,Mr JOHNSON,K99,Whether the Government is aware of the large extent to which **Chinese** opium dens are resorted,https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-15-0-s0
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Mr WILSON,L1N,""" I am very glad to speak to you. On this Transvaal question, what do you think about the **Chinese**",https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s3
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Mr McCAY,KPM," the introduction of **Chinese** labour, much as we should regret their unwisdom, we can have no more to say",https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s6
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Mr WEBSTER,KXK, their opinion in favour of **Chinese** immigration into that country. ,https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s9
1904-06-02,CONCILIATION AND ARBITRATION BILL,Mr SPENCE,KUF, that some one there employs **Chinese**. In my opinion a man is not very patriotic if he will patronize **Chinese**,https://historichansard.net/hofreps/1904/19040602_reps_2_19/#debate-10-s8
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr SPENCE,KUF, umbrage because we express our honest opinion in regard to the introduction of **Chinese**,https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s9
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Mr KELLY,KEA," possess of the dangers which may result from **Chinese** immigration, added, I think, to the conviction",https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s2
1904-03-02,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Mr STORRER,KVJ," to the old country, regarding the introduction of **Chinese** labour into the Transvaal. I do not go",https://historichansard.net/hofreps/1904/19040302_reps_2_18/#subdebate-14-0-s1
1904-03-03,ADDRESS IN REPLY,Mr DEAKIN,009MD,", or their attitude as to the **Chinese** in the Transvaal? It is impossible to accurately estimate the extent",https://historichansard.net/hofreps/1904/19040303_reps_2_18/#debate-6-s3
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr JOHNSON,K99," thereof the following words : - ""views with extreme regret the proposal to import **Chinese** labour",https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s3
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr LONSDALE,KIC, the stand-point of Imperial interest. * I am against the introduction of indentured **Chinese** labour into any,https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s5
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr KINGSTON,KEW," that they may make out of their enterprises, and of **Chinese** whose views are foreign to our hopes",https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s6
1904-03-18,QUESTION: CHINESE IN THE TRANSVAAL,Mr CONROY,K4E, that ground. We have been assured that the introduction of **Chinese** into the Transvaal is an entirely,https://historichansard.net/hofreps/1904/19040318_reps_2_18/#subdebate-6-0-s7
1904-03-22,QUESTION: CHINESE ON CABLE STEAMER IRIS,Mr SPENCE,KUF,"Whether it is a fact that **Chinese** are employed on the  Iris,  a boat owned by the Pacific Cable",https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-10-0-s0
1904-03-22,QUESTION: CHINESE ON CABLE STEAMER IRIS,Sir PHILIP FYSH,JZT,"The Postmaster-General is not aware whether any **Chinese** are employed on the  Iris,  a vessel",https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-10-0-s1
1904-03-22,QUESTION: CHINESE IN THE TRANSVAAL,Mr O'MALLEY,K5D, the **Chinese** Empire.- Did Australians fight to provide a colony for China to take the place,https://historichansard.net/hofreps/1904/19040322_reps_2_18/#subdebate-21-0-s1
1904-06-23,QUESTION: REVENUE FROM CABLEGRAMS,Mr JOHNSON,K99," into the **Chinese** land question to show that it is not what many people assume it to be, and any beneficial",https://historichansard.net/hofreps/1904/19040623_reps_2_20/#subdebate-4-0-s15
1904-09-27,MOTION OF WANT OF CONFIDENCE,Mr CULPIN,K87,"On the other hand, we have the halfMinister, who represents Gippsland, anxious to shift the **Chinese**",https://historichansard.net/hofreps/1904/19040927_reps_2_21/#debate-2-s4
1904-09-29,QUESTION: MOTION OF WANT OF CONFIDENCE,Mr WILKINSON,L0Y," to time in Little Bourke-street a **Chinese** riot takes place, and the desire is to shunt them",https://historichansard.net/hofreps/1904/19040929_reps_2_22/#subdebate-0-0-s5
1904-08-10,CONCILIATION AND ARBITRATION BILL,Mr SPENCE,KUF," monopolized by the **Chinese**. Under the amendment of the honorable and learned member, before",https://historichansard.net/hofreps/1904/19040810_reps_2_21/#debate-6-s6
1904-10-12,QUESTION: MOTION OF WANT OF CONFIDENCE,Mr DEAKIN,009MD,"-room in which **Chinese** were employed, should also come within the scope of the Bill. It was further",https://historichansard.net/hofreps/1904/19041012_reps_2_22/#subdebate-0-0-s2
1904-10-13,QUESTION: MOTION OF WANT OF CONFIDENCE,Mr WEBSTER,KXK," miners, not **Chinese**, were wanted at Johannesberg. And white seamen, and not lascars, were wanted",https://historichansard.net/hofreps/1904/19041013_reps_2_22/#subdebate-0-0-s3
1904-10-26,BUDGET (1904-5),Mr GLYNN,KCO," except as regards **Chinese**, but we have in consequence incurred a debt of £2,750,000, and have",https://historichansard.net/hofreps/1904/19041026_reps_2_22/#debate-4-s10
1904-10-27,QUESTION: NATURALIZED CHINESE AND JAPANESE,Mr BAMFORD,JNV,", the number of **Chinese** and Japanese respectively resident in the Commonwealth, who have become naturalized",https://historichansard.net/hofreps/1904/19041027_reps_2_22/#subdebate-9-0-s0
1904-09-08,MINISTERIAL STATEMENT,Mr SPENCE,KUF," at the admission of **Chinese**, ",https://historichansard.net/hofreps/1904/19040908_reps_2_21/#debate-12-s5
1904-10-21,MANUFACTURES    .  ENCOURAGEMENT BILL: Second Reading,Mr KING O'MALLEY,K5D," the despatch of missionaries to convert the **Chinese**. Take the case of the great magnate of Boston,  Mr. Lawson",https://historichansard.net/hofreps/1904/19041021_reps_2_22/#subdebate-5-0-s7
1904-07-12,CONCILIATION AND ARBITRATION BILL,Mr FOWLER,JWG, with the outside world. I do not and have never believed in a **Chinese** policy of isolation. We have,https://historichansard.net/hofreps/1904/19040712_reps_2_20/#debate-9-s27
1904-09-09,QUESTION: ALIEN RESTRICTION ADMINISTRATION,Mr CARPENTER,JWA,"It appears from the press reports that a number of **Chinese**, arriving by steamer from Singapore",https://historichansard.net/hofreps/1904/19040909_reps_2_21/#subdebate-0-0-s0
1904-10-13,QUESTION: MOTION OF WANT OF CONFIDENCE,Mr BAMFORD,JNV," the **Chinese** Restriction Act, which ileal t with the coloured races of the world. (Cheers.) So",https://historichansard.net/hofreps/1904/19041013_reps_2_22/#subdebate-0-0-s0
1904-07-19,QUESTION: SUNDAY WORK OF POSTMASTERS,Mr WEBSTER,KXK,", such as that of the **Chinese**, is undermining Australian labour in every branch of industry, not only in our great",https://historichansard.net/hofreps/1904/19040719_reps_2_20/#subdebate-3-0-s7
1904-07-20,SEAT OF GOVERNMENT BILL: Second Reading,Mr SPENCE,KUF," are not going to build a **Chinese** wall around it. Probably,, when the Capital is located, a person crossing",https://historichansard.net/hofreps/1904/19040720_reps_2_20/#subdebate-16-0-s6
1904-09-08,EMPLOYMENT OF CHINESE IN SUGAR PLANTING,Mr BAMFORD,JNV," attributed to him, that the transfer of **Chinese** from the other Stales to the Queensland sugar fields",https://historichansard.net/hofreps/1904/19040908_reps_2_21/#debate-1-s0
1904-07-15,CONCILIATION AND ARBITRATION BILL,Mr CAMERON,JUJ," employment of **Chinese** in the Transvaal. ^1, with four other honorable members, voted against the motion",https://historichansard.net/hofreps/1904/19040715_reps_2_20/#debate-5-s3
1904-07-19,QUESTION: SUNDAY WORK OF POSTMASTERS,Mr WILKINSON,L0Y," member for Gwydir, speaking of **Chinese** labour, stated that . he would rather have here the products",https://historichansard.net/hofreps/1904/19040719_reps_2_20/#subdebate-3-0-s10
1904-07-05,CONCILIATION AND ARBITRATION BILL,Mr BAMFORD,JNV," cabinetmakers, as against 600 or 700 **Chinese** cabinetmakers. Would any honorable member advocate",https://historichansard.net/hofreps/1904/19040705_reps_2_20/#debate-5-s9
1904-12-01,ORDER OF BUSINESS,Sir WILLIAM LYNE,KIN,", the introduction of **Chinese** into South Africa. ",https://historichansard.net/hofreps/1904/19041201_reps_2_24/#debate-8-s2
1904-11-30,CONCILIATION AND ARBITRATION BILL,Mr KING O'MALLEY,K5D," of the struggling masses, has been secured by means of unions. To-day in **Chinese** South Africa",https://historichansard.net/hofreps/1904/19041130_reps_2_24/#debate-13-s14
1904-12-08,QUESTION: PREFERENTIAL TRADE,Mr DEAKIN,009MD," by the **Chinese**, while to-day, for every vessel leaving that port flying the British flag, I am assured",https://historichansard.net/hofreps/1904/19041208_reps_2_24/#subdebate-11-0-s0
1904-11-09,QUESTION: SUPPLY (1904-5),Mr WEBSTER,KXK, as to the number of kanakas or **Chinese** engaged in the industry. I am pleased to know that the Prime,https://historichansard.net/hofreps/1904/19041109_reps_2_23/#subdebate-10-0-s28
1904-11-09,QUESTION: SUPPLY (1904-5),Mr FRAZER,JX9,. It is also notorious that **Chinese** are landing in Western Australia at a rapid rate. The **Chinese** are being,https://historichansard.net/hofreps/1904/19041109_reps_2_23/#subdebate-10-0-s70
1904-11-03,PAPUA (BRITISH NEW GUINEA) BILL,Mr CROUCH,K7U," and again. Similarly, at Singapore, even **Chinese** are elected as non-official, members of the local",https://historichansard.net/hofreps/1904/19041103_reps_2_23/#debate-14-s3
1977-08-18,ANSWERS TO QUESTIONS UPON NOTICE: Unauthorised Disclosure of Official Documents (Question No. 869),Mr E G Whitlam,6U4, and representatives of the **Chinese** government in Peking and (b) the cable from the Australian Embassy in Jakarta,https://historichansard.net/hofreps/1977/19770818_reps_30_hor106/#subdebate-36-41-s0
1977-09-13,DEATH OF MR L. C. HAYLEN,Mr Les Johnson,K9M,", symbolically we could say today that the great luncheon for the **Chinese** delegation was Leslie",https://historichansard.net/hofreps/1977/19770913_reps_30_hor106/#debate-0-s10
1904-10-28,QUESTION: SUPPLY (1904-5),Mr WILKINSON,L0Y, to compete with fruit ' . grown by **Chinese** and other Asiatics on the northern coast of Queensland,https://historichansard.net/hofreps/1904/19041028_reps_2_23/#subdebate-10-0-s10
1977-10-13,SERVICES TO MIGRANTS: Discussion of Matter of Public Importance,Mr MacKELLAR,0I4," to refugees, particularly Indo-**Chinese** refugees, is something of which every member of the Opposition",https://historichansard.net/hofreps/1977/19771013_reps_30_hor107/#subdebate-14-0-s3
1976-04-27,PERCENTAGE OF DOCTORS UNDER MEDIBANK ENGAGED IN SOME FORM OF DIRECT BILLING: Chinese Antiquities Exhibition (Question No. 333),Mr Lloyd,2E4,"Further to question No. 102, will the proposed **Chinese** Antiquities Exhibition be the same",https://historichansard.net/hofreps/1976/19760427_reps_30_hor99/#subdebate-41-8-s0
1977-02-23,AUSTRALIAN NATIONAL GALLERY: Ministerial Statement,Mr E G WHITLAM,6U4," in these matters. Last month he opened in Melbourne, as I shall open next month in Sydney, a visiting **Chinese**",https://historichansard.net/hofreps/1977/19770223_reps_30_hor103/#subdebate-22-0-s1
1976-12-03,ANSWERS TO QUESTIONS UPON NOTICE: Congratulatory Message to Mr Hua Kuo-Feng (Question No. 1456),Mr Klugman,SH4,  of the Central Committee of the **Chinese** Communist Party. ,https://historichansard.net/hofreps/1976/19761203_reps_30_hor102/#subdebate-33-9-s0
1976-02-17,DEATH OF CHOU EN-LAI,Mr MALCOLM FRASER,QS4, will be sadly felt not only by the **Chinese** people but also by people throughout the world. Chou's career,https://historichansard.net/hofreps/1976/19760217_reps_30_hor98/#debate-15-s0
1903-05-28,GOVERNOR-GENERAL'S SPEECH :  ADDRESS IN REPLY,Mr V L SOLOMON,KU9," to say I have mislaid, from a solicitor of Port Darwin, informing me that a **Chinese** storekeeper",https://historichansard.net/hofreps/1903/19030528_reps_1_13/#debate-11-s2
1903-05-28,GOVERNOR-GENERAL'S SPEECH :  ADDRESS IN REPLY,Mr CAMERON,JUJ, the measure was under consideration I told the House that I was prepared to limit the number of **Chinese**,https://historichansard.net/hofreps/1903/19030528_reps_1_13/#debate-11-s7
1903-07-31,QUESTION: KADINA POST-OFFICE,Mr McDONALD,KQP,"Then section 127 excludes aborigines of Australia from the count. The **Chinese**, Hindoos, and South",https://historichansard.net/hofreps/1903/19030731_reps_1_15/#subdebate-2-0-s3
1903-07-14,NAVAL AGREEMENT BILL: Second Reading,Mr EWING,KDR," to **Chinese** junks. I ask - ""Can we build an Australian navy which will be fit to meet that of Japan",https://historichansard.net/hofreps/1903/19030714_reps_1_14/#subdebate-13-0-s4
1903-07-14,NAVAL AGREEMENT BILL: Second Reading,Mr JOSEPH COOK,F4S, - that the probability is that if this agreement were in force our fleet would be in **Chinese** waters now,https://historichansard.net/hofreps/1903/19030714_reps_1_14/#subdebate-13-0-s7
1903-07-21,NAVAL AGREEMENT BILL: Second Reading,Mr CAMERON,JUJ," be allowed, should occasion require, to leave for **Chinese** waters. We know that if Great Britain joined",https://historichansard.net/hofreps/1903/19030721_reps_1_14/#subdebate-12-0-s7
1903-08-06,DEFENCE BILL,Mr FOWLER,JWG," of military stores at Perth or Port Darwin, and the **Chinese** had attacked those stores ; should we have",https://historichansard.net/hofreps/1903/19030806_reps_1_15/#debate-11-s24
1903-09-09,NATURALIZATION BILL,Mr L E GROOM,KFK," before us. It appears further that twenty-one **Chinese** were also admitted, notwithstanding the supposed",https://historichansard.net/hofreps/1903/19030909_reps_1_16/#debate-8-s5
1901-06-04,QUESTION: G OVERNOR - GENERAL'S SPEECH,Mr MCCAY,KPM, be as free as air. He used to say that we should have no **Chinese** wall of restriction thrust round New,https://historichansard.net/hofreps/1901/19010604_reps_1_1/#subdebate-1-0-s10
1904-03-09,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr KELLY,KEA,"If your seamen were wrecked upon MalayPeninsula, or on the **Chinese** coast, they would not only have",https://historichansard.net/hofreps/1904/19040309_reps_2_18/#subdebate-8-0-s2
1904-03-09,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr McCOLL,KQ4," years old in this country, and there are many still amongst us who remember the very serious' **Chinese**",https://historichansard.net/hofreps/1904/19040309_reps_2_18/#subdebate-8-0-s3
1904-03-16,QUESTION: GOVERNOR-GENERAL'S SPEECH: ADDRESS IN REPLY,Mr WILKINSON,L0Y," otherwise **Chinese** will rush into the industry. While on this subject, I wish to draw the attention",https://historichansard.net/hofreps/1904/19040316_reps_2_18/#subdebate-11-0-s8
1901-05-22,GOVERNOR-GENERAL'S SPEECH,Mr MCCOLL,KQ4,There are not only the Kanaka labourers ; there are also the **Chinese**. ,https://historichansard.net/hofreps/1901/19010522_REPS_1_1/#debate-2-s5
